regime,qlike,ql,mape,r2,bias,rmse,n
bull_quiet,-2.7603063895291697,0.5720513333040459,0.6619342185402047,-0.5790623016288228,-0.00488155614799114,0.05292984202337582,196
bull_volatile,0.6152473458666942,0.8295028007945997,0.5707132000156272,-0.3408875985858335,-0.0443833042013722,0.08927628029756493,32
bear_quiet,-4.485944195325691,0.23521974086721306,0.3652819532114893,-0.5400728714638563,-0.006060789779229497,0.025552424190933582,9
bear_volatile,-1.9865296863325825,0.39740500608111134,0.3741293293970376,-0.4863915924752369,-0.04593392703381095,0.07137954131293531,56
sideways_quiet,-5.300804650841752,0.6525582767353684,1.073408526339501,-7.741813624676986,0.01821762699824257,0.04427435428623239,186
sideways_volatile,-0.798560146094193,0.5101839292816925,0.3308073454508269,-0.2870017736744175,-0.0452133920989863,0.08271425605528816,25
