date,equity,weight,underlying_ret,strategy_ret,cost,drawdown,regime_name,sigma_hat,p_crisis,n_symbols
2018-04-12,0.9997397912247198,0.37172682182891237,-0.0074898494900260265,-0.00026020877528023866,0.00026020877528023866,0.0,bull_volatile,0.16813705764400458,0.0,7
2018-04-13,1.0025235761405145,0.37172682182891237,0.007481588555995537,0.002784509469593511,0.00026020877528023866,0.0,bull_volatile,0.16808222362805475,0.0,7
2018-04-16,1.0046962077834838,0.59517989041281,0.006205317531164648,0.002167162643030878,0.00041662592328896704,0.0,bull_quiet,0.16801983019823544,0.0,7
2018-04-17,1.0058902536158694,0.59517989041281,0.001992422984405973,0.001188464555887751,0.00041662592328896704,0.0,bull_quiet,0.16808360242057735,0.0,7
2018-04-18,1.0058465837912116,0.59517989041281,-3.7771819425753625e-05,-4.341410457137412e-05,0.00041662592328896704,-4.341410457132396e-05,bull_quiet,0.16811221583914243,0.0,7
2018-04-19,1.0008997950498963,0.59517989041281,-0.008249520191426196,-0.004918035037381066,0.00041662592328896704,-0.0049612356298650295,bull_quiet,0.16814695639567515,0.0,7
2018-04-20,0.9992596903010811,0.59517989041281,-0.002766778813510658,-0.0016386303173671385,0.00041662592328896704,-0.006591736316117417,bull_quiet,0.16811295945258967,0.0,7
2018-04-23,0.9906174248362374,0.59517989041281,-0.014518061892420383,-0.008648668157763658,0.00041662592328896704,-0.015183394733899463,bull_quiet,0.16801767209987875,0.0,7
2018-04-24,0.989830450144027,0.59517989041281,-0.0013336386420835108,-0.0007944284771091244,0.00041662592328896704,-0.015965761089852714,bull_quiet,0.16800816442749258,0.0,7
2018-04-25,0.9964068665143646,0.59517989041281,0.01114245980273817,0.006643982683479446,0.00041662592328896704,-0.009427854646582834,bull_quiet,0.16807059279887201,0.0,7
2018-04-26,0.9939113819098705,0.59517989041281,-0.004249200352877762,-0.0025044835481953204,0.00041662592328896704,-0.011908726287921048,bull_quiet,0.16803003876568598,0.0,7
2018-04-27,0.9887983164066684,0.59517989041281,-0.008625581105659039,-0.005144387715308273,0.00041662592328896704,-0.016991850898008684,bull_quiet,0.16808634663067834,0.0,7
