regime,qlike,ql,mape,r2,bias,rmse,n
bull_quiet,-4.4009465410644095,0.20913084855599587,0.32812362617973756,0.07093860464565294,-0.007632747706759598,0.032936584832631365,1002
bull_volatile,1.884940417493756,0.8062297497734793,0.4685290734764666,-0.6506784525708174,-0.07964999972616153,0.11902827271899476,148
bear_quiet,-3.9362123253829204,0.1789428338094303,0.3009991897913142,0.01996354009516832,-0.010618001137967617,0.04117318464917903,332
bear_volatile,3.677797280118524,0.9749652834698889,0.4890358932582327,-1.1011666808900666,-0.09183429797514955,0.12878815934860569,326
sideways_quiet,-4.022636879650375,0.1943908388399304,0.2999805416245721,-0.03808823889430957,-0.007333684524798982,0.037390850730716185,1614
sideways_volatile,0.8153480783775778,0.6356328168712254,0.4062923005644053,-0.4323940872701426,-0.06368294839251959,0.1097084978120817,104
