regime,qlike,ql,mape,r2,bias,rmse,n
bull_quiet,-4.173065402615109,0.12165992863515368,0.2577423156560444,0.44668697813494895,-0.008638428714582641,0.03154963591186459,5515
bull_volatile,-2.5175958528230296,0.24786786879974956,0.312148574227977,-0.03779592198437909,-0.020916200472450436,0.06103603570950993,1186
bear_quiet,-3.1838559224817042,0.18373589018584977,0.2920669822594484,0.33153266592124697,-0.022680228105568512,0.05085252468984685,1163
bear_volatile,-1.6373604867387144,0.30415476532218527,0.2971876191471395,-0.3316273507893259,-0.03066155813646311,0.0733003010938011,1427
sideways_quiet,-4.065593287915622,0.12173229518214405,0.2558846321855479,0.40510905394380414,-0.005878155982945745,0.031159883914060396,6588
sideways_volatile,-2.9793867100575424,0.1755868966558051,0.2807469716493104,0.020991187209111195,-0.013774553295241621,0.047115296757335924,1332
